fiscal_year,fund,department,tag_peoples_budget,class,total
2027,Grants Revenue Fund,Planning and Development,Housing & Homeless Services,Personal Services,90000
2027,Grants Revenue Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,145089188
2027,Grants Revenue Fund,City Commissioners,Government Operations,Purchase of Services,5850000
2027,Grants Revenue Fund,Office of Public Safety,Courts & the Justice System,Personal Services,165000
2027,Grants Revenue Fund,Office of Public Safety,Courts & the Justice System,Purchase of Services,10002676
2027,Grants Revenue Fund,Sanitation,Trash & Sanitation,Personal Services,354500
2027,Grants Revenue Fund,Sanitation,Trash & Sanitation,Purchase of Services,7074009
2027,Grants Revenue Fund,Sanitation,Trash & Sanitation,"Materials, Supplies & Equip.",1777000
2027,Grants Revenue Fund,First Judicial District,Courts & the Justice System,Personal Services,30455784
2027,Grants Revenue Fund,First Judicial District,Courts & the Justice System,Pers. Svcs.-Emp.Benefits,15252308
2027,Grants Revenue Fund,First Judicial District,Courts & the Justice System,Purchase of Services,4798080
2027,Grants Revenue Fund,First Judicial District,Courts & the Justice System,"Materials, Supplies & Equip.",3572500
2027,Grants Revenue Fund,First Judicial District,Courts & the Justice System,Payments to Other Funds,2506411
2027,Aviation Fund,Office of Innovation and Technology,Government Operations,Personal Services,3686398
2027,Aviation Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,2631825
2027,Aviation Fund,Fleet Services,Government Operations,Personal Services,1955517
2027,Aviation Fund,Fleet Services,Government Operations,Purchase of Services,592400
2027,Aviation Fund,Fleet Services,Government Operations,"Materials, Supplies & Equip.",1660380
2027,Aviation Fund,Fleet Services -Vehicle Lease/Purch.,Government Operations,"Materials, Supplies & Equip.",3000000
2027,Aviation Fund,Police,Police,Personal Services,22023255
2027,Aviation Fund,Police,Police,Purchase of Services,115200
2027,Aviation Fund,Police,Police,"Materials, Supplies & Equip.",99200
2027,Aviation Fund,Fire,Emergency Services,Personal Services,11930611
2027,Aviation Fund,Fire,Emergency Services,Purchase of Services,20000
2027,Aviation Fund,Fire,Emergency Services,"Materials, Supplies & Equip.",132500
2027,Aviation Fund,Fire,Emergency Services,Payments to Other Funds,19000
2027,Aviation Fund,Public Property-Utilities,Government Operations,Purchase of Services,20000000
2027,Aviation Fund,Finance,Government Operations,Purchase of Services,5000000
2027,Aviation Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,65259233
2027,Aviation Fund,Finance-Indemnities,Government Operations,"Contrib., Indemnities & Taxes",3512000
2027,Aviation Fund,Sinking Fund Commission (Debt Service),Government Operations,Debt Service,161255892
2027,Aviation Fund,Aviation,Government Operations,Personal Services,77600000
2027,Aviation Fund,Aviation,Government Operations,Purchase of Services,156229000
2027,Aviation Fund,Aviation,Government Operations,"Materials, Supplies & Equip.",14800000
2027,Aviation Fund,Aviation,Government Operations,"Contrib., Indemnities & Taxes",7850000
2027,Aviation Fund,Aviation,Government Operations,Payments to Other Funds,38000000
2027,Aviation Fund,Law,Government Operations,Personal Services,2052716
2027,Aviation Fund,Office of Sustainability,Government Operations,Personal Services,80873
2027,Aviation Fund,Office of Sustainability,Government Operations,Purchase of Services,30000
2027,Community Development Fund,Planning and Development,Housing & Homeless Services,Personal Services,6714101
2027,Community Development Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,48936279
2027,Community Development Fund,Planning and Development,Housing & Homeless Services,"Materials, Supplies & Equip.",214000
2027,Community Development Fund,Planning and Development,Housing & Homeless Services,Payments to Other Funds,25000
2027,Community Development Fund,Licenses & Inspection,Government Operations,Personal Services,503500
2027,Community Development Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,7553891
2027,Community Development Fund,Finance,Government Operations,Advances and Other Misc. Payments,20000000
2027,Community Development Fund,Commerce,Commercial Corridors & Small Businesses,Personal Services,2021729
2027,Community Development Fund,Commerce,Commercial Corridors & Small Businesses,Purchase of Services,17329250
2027,Community Development Fund,Law,Government Operations,Personal Services,217250
2027,Car Rental Tax Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,8000000
2027,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Personal Services,6019052
2027,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Pers. Svcs.-Emp.Benefits,6748848
2027,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,3527600
2027,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,"Materials, Supplies & Equip.",86500
2027,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Payments to Other Funds,140000
2027,Housing Trust Fund,Planning and Development,Housing & Homeless Services,Personal Services,4536177
2027,Housing Trust Fund,Planning and Development,Housing & Homeless Services,Pers. Svcs.-Emp.Benefits,2166117
2027,Housing Trust Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,59604720
2027,Housing Trust Fund,Planning and Development,Housing & Homeless Services,"Materials, Supplies & Equip.",150000
2027,Housing Trust Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,8262986
2027,Acute Care Hospital Fund,Public Health,Public Health Centers,Personal Services,9854232
2027,Acute Care Hospital Fund,Public Health,Public Health Centers,Purchase of Services,7533224
2027,Acute Care Hospital Fund,Public Health,Public Health Centers,"Materials, Supplies & Equip.",1075500
2027,Acute Care Hospital Fund,Public Health,Public Health Centers,Payments to Other Funds,4500000
2027,Acute Care Hospital Fund,Public Health,Public Health Centers,Purchase of Services,263820543
2027,Acute Care Hospital Fund,Finance,Government Operations,Personal Services,75000
2027,Acute Care Hospital Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,286501
2027,Acute Care Hospital Fund,Revenue,Government Operations,Personal Services,30000
2027,Acute Care Hospital Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",15000
2027,Budget Stabilization Fund,Finance-Budget Stabilization,Government Operations,Payments to Other Funds,100
2027,Philadelphia County Demolition Fund,Licenses & Inspection,Government Operations,Purchase of Services,1000000
