fiscal_year,fund,department,tag_peoples_budget,class,total
2017,General Fund,Finance - Community College Subsidy,Government Operations,"Contrib., Indemnities & Taxes",29909207
2017,General Fund,Finance - Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,1258611363
2017,General Fund,Finance - Hero Scholarship Awards,Government Operations,"Contrib., Indemnities & Taxes",25000
2017,General Fund,Finance - Indemnities,Government Operations,"Contrib., Indemnities & Taxes",40675000
2017,General Fund,Finance - Refunds,Government Operations,"Contrib., Indemnities & Taxes",250000
2017,General Fund,Finance - School District Contribution,Government Operations,"Contrib., Indemnities & Taxes",104263617
2017,General Fund,Finance - Witness Fees,Government Operations,Purchase of Services,171518
2017,General Fund,Fire,Emergency Services,Personal Services,214618673
2017,General Fund,Fire,Emergency Services,Purchase of Services,5998650
2017,General Fund,Fire,Emergency Services,"Materials, Supplies & Equip.",7721014
2017,General Fund,Fire,Emergency Services,"Contrib., Indemnities & Taxes",0
2017,General Fund,Fire,Emergency Services,Payments to Other Funds,7647000
2017,General Fund,First Judicial District,Courts & the Justice System,Personal Services,96788135
2017,General Fund,First Judicial District,Courts & the Justice System,Purchase of Services,10185574
2017,General Fund,First Judicial District,Courts & the Justice System,"Materials, Supplies & Equip.",2391868
2017,General Fund,First Judicial District,Courts & the Justice System,"Contrib., Indemnities & Taxes",0
2017,General Fund,Fleet Management,Government Operations,Personal Services,16614535
2017,General Fund,Fleet Management,Government Operations,Purchase of Services,5104396
2017,General Fund,Fleet Management,Government Operations,"Materials, Supplies & Equip.",26147535
2017,General Fund,Fleet Management,Government Operations,"Contrib., Indemnities & Taxes",0
2017,General Fund,Fleet Management - Vehicle Lease/Purch.,Government Operations,Purchase of Services,4500000
2017,General Fund,Fleet Management - Vehicle Lease/Purch.,Government Operations,"Materials, Supplies & Equip.",8620000
2017,General Fund,Free Library,Libraries,Personal Services,35857444
2017,General Fund,Free Library,Libraries,Purchase of Services,2324077
2017,General Fund,Free Library,Libraries,"Materials, Supplies & Equip.",2210124
2017,General Fund,Free Library,Libraries,"Contrib., Indemnities & Taxes",0
2017,General Fund,Historical Commission,Government Operations,Personal Services,429943
2017,General Fund,Historical Commission,Government Operations,Purchase of Services,980
2017,General Fund,Historical Commission,Government Operations,"Materials, Supplies & Equip.",809
2017,General Fund,Human Relations Commission,Government Operations,Personal Services,2124681
2017,General Fund,Human Relations Commission,Government Operations,Purchase of Services,42403
2017,General Fund,Human Relations Commission,Government Operations,"Materials, Supplies & Equip.",28031
2017,General Fund,Human Services,Youth Services,Personal Services,25740699
2017,General Fund,Human Services,Youth Services,Purchase of Services,79163571
2017,General Fund,Human Services,Youth Services,"Materials, Supplies & Equip.",788606
2017,General Fund,Human Services,Youth Services,"Contrib., Indemnities & Taxes",0
2017,General Fund,Labor,Government Operations,Personal Services,1072792
2017,General Fund,Labor,Government Operations,Purchase of Services,11277
2017,General Fund,Labor,Government Operations,"Materials, Supplies & Equip.",11160
2017,General Fund,Law,Government Operations,Personal Services,8100743
2017,General Fund,Law,Government Operations,Purchase of Services,8236860
2017,General Fund,Law,Government Operations,"Materials, Supplies & Equip.",248676
2017,General Fund,Law,Government Operations,"Contrib., Indemnities & Taxes",0
2017,General Fund,Licenses & Inspection,Government Operations,Personal Services,21001380
2017,General Fund,Licenses & Inspection,Government Operations,Purchase of Services,12011947
2017,General Fund,Licenses & Inspection,Government Operations,"Materials, Supplies & Equip.",1204201
2017,General Fund,Licenses & Inspection,Government Operations,"Contrib., Indemnities & Taxes",0
2017,General Fund,L&I - Board of Building Standards,Government Operations,Personal Services,75419
2017,General Fund,L&I - Board of L&I Review,Government Operations,Personal Services,160759
2017,General Fund,L&I - Board of L&I Review,Government Operations,Purchase of Services,10436
2017,General Fund,L&I - Zoning Board of Adjustments,Government Operations,Personal Services,344132
2017,General Fund,L&I - Zoning Board of Adjustments,Government Operations,Purchase of Services,34541
2017,General Fund,Managing Director,Government Operations,Personal Services,19444428
2017,General Fund,Managing Director,Government Operations,Purchase of Services,18994164
2017,General Fund,Managing Director,Government Operations,"Materials, Supplies & Equip.",813077
2017,General Fund,Managing Director,Government Operations,"Contrib., Indemnities & Taxes",0
2017,General Fund,Managing Director - Legal Services,Government Operations,Purchase of Services,46490831
2017,General Fund,Mayor's Office,Government Operations,Personal Services,3790958
2017,General Fund,Mayor's Office,Government Operations,Purchase of Services,503680
2017,General Fund,Mayor's Office,Government Operations,"Materials, Supplies & Equip.",54245
2017,General Fund,Mayor's Office,Government Operations,"Contrib., Indemnities & Taxes",0
2017,General Fund,Mayor's Office - Scholarships,Government Operations,"Contrib., Indemnities & Taxes",200000
2017,General Fund,Mural Arts Program,Arts & Culture,Personal Services,539895
2017,General Fund,Mural Arts Program,Arts & Culture,Purchase of Services,1145615
2017,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,Personal Services,227129
2017,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,Purchase of Services,532400
2017,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,"Materials, Supplies & Equip.",7000
2017,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,"Contrib., Indemnities & Taxes",3370688
2017,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Personal Services,1006269
2017,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Purchase of Services,13125510
2017,General Fund,Office of the Chief Administrative Officer,Government Operations,Personal Services,3916561
2017,General Fund,Office of the Chief Administrative Officer,Government Operations,Purchase of Services,1618975
2017,General Fund,Office of the Chief Administrative Officer,Government Operations,"Materials, Supplies & Equip.",16665
2017,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,Personal Services,90000
2017,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,Purchase of Services,2435318
2017,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,"Contrib., Indemnities & Taxes",0
2017,General Fund,Office of Community Schools & Pre - K,Government Operations,Personal Services,2229867
2017,General Fund,Office of Community Schools & Pre - K,Government Operations,Purchase of Services,24089449
2017,General Fund,Office of Community Schools & Pre - K,Government Operations,"Materials, Supplies & Equip.",270632
2017,General Fund,Office of Community Schools & Pre - K,Government Operations,"Contrib., Indemnities & Taxes",250000
2017,General Fund,Office of Homeless Services,Housing & Homeless Services,Personal Services,8738297
2017,General Fund,Office of Homeless Services,Housing & Homeless Services,Purchase of Services,37844215
2017,General Fund,Office of Homeless Services,Housing & Homeless Services,"Materials, Supplies & Equip.",271274
2017,General Fund,Office of Homeless Services,Housing & Homeless Services,"Contrib., Indemnities & Taxes",32421
2017,General Fund,Office of Housing and Community Development,Government Operations,Purchase of Services,3365000
2017,General Fund,Office of Housing and Community Development,Government Operations,"Contrib., Indemnities & Taxes",0
2017,General Fund,Office of Human Resources,Government Operations,Personal Services,5445883
2017,General Fund,Office of Human Resources,Government Operations,Purchase of Services,931630
2017,General Fund,Office of Human Resources,Government Operations,"Materials, Supplies & Equip.",69932
2017,General Fund,Office of Innovation and Technology,Government Operations,Personal Services,20068638
2017,General Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,46879885
2017,General Fund,Office of Innovation and Technology,Government Operations,"Materials, Supplies & Equip.",22337948
2017,General Fund,Office of Innovation and Technology,Government Operations,"Contrib., Indemnities & Taxes",0
2017,General Fund,Office of the Inspector General,Government Operations,Personal Services,1407986
2017,General Fund,Office of the Inspector General,Government Operations,Purchase of Services,267411
2017,General Fund,Office of the Inspector General,Government Operations,"Materials, Supplies & Equip.",5225
2017,General Fund,Office of Property Assessment,Government Operations,Personal Services,11027806
2017,General Fund,Office of Property Assessment,Government Operations,Purchase of Services,1578126
2017,General Fund,Office of Property Assessment,Government Operations,"Materials, Supplies & Equip.",782600
2017,General Fund,Office of Sustainability,Government Operations,Personal Services,546234
2017,General Fund,Office of Sustainability,Government Operations,Purchase of Services,273561
2017,General Fund,Office of Sustainability,Government Operations,"Materials, Supplies & Equip.",17840
2017,General Fund,Office of Transportation & Utilities,Government Operations,Personal Services,0
2017,General Fund,Office of Transportation & Utilities,Government Operations,Purchase of Services,0
2017,General Fund,Parks and Recreation,Parks & Recreation,Personal Services,44160006
2017,General Fund,Parks and Recreation,Parks & Recreation,Purchase of Services,9381100
2017,General Fund,Parks and Recreation,Parks & Recreation,"Materials, Supplies & Equip.",3183888
2017,General Fund,Parks and Recreation,Parks & Recreation,"Contrib., Indemnities & Taxes",2527500
2017,General Fund,Planning and Development,Housing & Homeless Services,Personal Services,482197
2017,General Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,36500
2017,General Fund,Planning and Development,Housing & Homeless Services,"Materials, Supplies & Equip.",51500
2017,General Fund,Planning and Development,Housing & Homeless Services,"Contrib., Indemnities & Taxes",600000
2017,General Fund,Police,Police,Personal Services,629787182
2017,General Fund,Police,Police,Purchase of Services,7462807
2017,General Fund,Police,Police,"Materials, Supplies & Equip.",12585952
2017,General Fund,Police,Police,"Contrib., Indemnities & Taxes",0
2017,General Fund,Prisons,Courts & the Justice System,Personal Services,148977693
2017,General Fund,Prisons,Courts & the Justice System,Purchase of Services,108055001
2017,General Fund,Prisons,Courts & the Justice System,"Materials, Supplies & Equip.",4773744
2017,General Fund,Prisons,Courts & the Justice System,"Contrib., Indemnities & Taxes",1301757
2017,General Fund,Procurement,Government Operations,Personal Services,2545007
2017,General Fund,Procurement,Government Operations,Purchase of Services,2311267
2017,General Fund,Procurement,Government Operations,"Materials, Supplies & Equip.",49054
2017,General Fund,Procurement,Government Operations,"Contrib., Indemnities & Taxes",0
2017,General Fund,Public Health,Public Health Centers,Personal Services,51253821
2017,General Fund,Public Health,Public Health Centers,Purchase of Services,70567515
2017,General Fund,Public Health,Public Health Centers,"Materials, Supplies & Equip.",5575168
2017,General Fund,Public Health,Public Health Centers,"Contrib., Indemnities & Taxes",0
2017,General Fund,Public Health,Public Health Centers,Payments to Other Funds,500000
2017,General Fund,Public Property,Government Operations,Personal Services,8662667
2017,General Fund,Public Property,Government Operations,Purchase of Services,28460446
2017,General Fund,Public Property,Government Operations,"Materials, Supplies & Equip.",1338535
2017,General Fund,Public Property,Government Operations,"Contrib., Indemnities & Taxes",0
2017,General Fund,Public Property,Government Operations,Payments to Other Funds,23916920
2017,General Fund,Public Property - SEPTA Subsidy,Government Operations,Purchase of Services,79720000
2017,General Fund,Public Property - Space Rentals,Government Operations,Purchase of Services,20875402
2017,General Fund,Public Property - Utilities,Government Operations,Purchase of Services,30656047
2017,General Fund,Records,Government Operations,Personal Services,3155677
2017,General Fund,Records,Government Operations,Purchase of Services,1490099
2017,General Fund,Records,Government Operations,"Materials, Supplies & Equip.",143758
2017,General Fund,Records,Government Operations,"Contrib., Indemnities & Taxes",1456
2017,General Fund,Register of Wills,Government Operations,Personal Services,3665826
2017,General Fund,Register of Wills,Government Operations,Purchase of Services,75486
2017,General Fund,Register of Wills,Government Operations,"Materials, Supplies & Equip.",33210
2017,General Fund,Revenue,Government Operations,Personal Services,20835848
2017,General Fund,Revenue,Government Operations,Purchase of Services,8292683
2017,General Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",913476
2017,General Fund,Revenue,Government Operations,"Contrib., Indemnities & Taxes",0
2017,General Fund,Sheriff,Courts & the Justice System,Personal Services,23527316
2017,General Fund,Sheriff,Courts & the Justice System,Purchase of Services,715267
2017,General Fund,Sheriff,Courts & the Justice System,"Materials, Supplies & Equip.",418907
2017,General Fund,Sheriff,Courts & the Justice System,"Contrib., Indemnities & Taxes",0
2017,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,109306097
2017,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Debt Service,153950119
2017,General Fund,Streets,Streets,Personal Services,75383679
2017,General Fund,Streets,Streets,Purchase of Services,48897434
2017,General Fund,Streets,Streets,"Materials, Supplies & Equip.",3826000
2017,General Fund,Streets,Streets,"Contrib., Indemnities & Taxes",53171
2017,General Fund,Streets,Streets,Payments to Other Funds,214000
2017,General Fund,Youth Commission,Government Operations,Personal Services,0
2017,General Fund,Youth Commission,Government Operations,Purchase of Services,0
2017,General Fund,Youth Commission,Government Operations,"Materials, Supplies & Equip.",0
