fiscal_year,fund,department,tag_peoples_budget,class,total
2021,Aviation Fund,Office of Sustainability,Government Operations,Personal Services,63873
2021,Aviation Fund,Office of Sustainability,Government Operations,Purchase of Services,24000
2021,Community Development Fund,Planning and Development,Housing & Homeless Services,Personal Services,4857157
2021,Community Development Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,87235574
2021,Community Development Fund,Planning and Development,Housing & Homeless Services,"Materials, Supplies & Equip.",252500
2021,Community Development Fund,Planning and Development,Housing & Homeless Services,Payments to Other Funds,25000
2021,Community Development Fund,Licenses & Inspection,Government Operations,Personal Services,490303
2021,Community Development Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,4973268
2021,Community Development Fund,Finance,Government Operations,Advances and Other Misc. Payments,20000000
2021,Community Development Fund,Commerce,Commercial Corridors & Small Businesses,Personal Services,1560302
2021,Community Development Fund,Commerce,Commercial Corridors & Small Businesses,Purchase of Services,9589323
2021,Community Development Fund,Commerce,Commercial Corridors & Small Businesses,"Materials, Supplies & Equip.",3000
2021,Community Development Fund,Law,Government Operations,Personal Services,195573
2021,Car Rental Tax Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,7000000
2021,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Personal Services,4445000
2021,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Pers. Svcs.-Emp.Benefits,5769000
2021,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,2600000
2021,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,"Materials, Supplies & Equip.",92000
2021,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Payments to Other Funds,80000
2021,Housing Trust Fund,Planning and Development,Housing & Homeless Services,Personal Services,2250000
2021,Housing Trust Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,59502000
2021,Acute Care Hospital Fund,Public Health,Public Health Centers,Personal Services,7137142
2021,Acute Care Hospital Fund,Public Health,Public Health Centers,Purchase of Services,5990450
2021,Acute Care Hospital Fund,Public Health,Public Health Centers,"Materials, Supplies & Equip.",900000
2021,Acute Care Hospital Fund,Public Health,Public Health Centers,Payments to Other Funds,4500000
2021,Acute Care Hospital Fund,Public Health,Public Health Centers,Purchase of Services,300000000
2021,Acute Care Hospital Fund,Finance,Government Operations,Personal Services,75000
2021,Acute Care Hospital Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,268408
2021,Acute Care Hospital Fund,Revenue,Government Operations,Personal Services,30000
2021,Acute Care Hospital Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",15000
2021,Budget Stabilization Fund,Finance-Budget Stabilization,Government Operations,Payments to Other Funds,34276000
