fiscal_year,fund,department,tag_peoples_budget,class,total
2020,General Fund,Finance - Witness Fees,Government Operations,Purchase of Services,94904
2020,General Fund,Fire,Emergency Services,Personal Services,303857650
2020,General Fund,Fire,Emergency Services,Purchase of Services,6724552
2020,General Fund,Fire,Emergency Services,"Materials, Supplies & Equip.",10202716
2020,General Fund,Fire,Emergency Services,"Contrib., Indemnities & Taxes",789591
2020,General Fund,Fire,Emergency Services,Payments to Other Funds,9325000
2020,General Fund,First Judicial District,Courts & the Justice System,Personal Services,103276427
2020,General Fund,First Judicial District,Courts & the Justice System,Purchase of Services,11060993
2020,General Fund,First Judicial District,Courts & the Justice System,"Materials, Supplies & Equip.",2224626
2020,General Fund,First Judicial District,Courts & the Justice System,"Contrib., Indemnities & Taxes",14482
2020,General Fund,Fleet Management,Government Operations,Personal Services,18563332
2020,General Fund,Fleet Management,Government Operations,Purchase of Services,5379360
2020,General Fund,Fleet Management,Government Operations,"Materials, Supplies & Equip.",22130802
2020,General Fund,Fleet Management,Government Operations,"Contrib., Indemnities & Taxes",500
2020,General Fund,Fleet Management - Vehicle Lease/Purch.,Government Operations,"Materials, Supplies & Equip.",18274884
2020,General Fund,Free Library,Libraries,Personal Services,41221658
2020,General Fund,Free Library,Libraries,Purchase of Services,2799033
2020,General Fund,Free Library,Libraries,"Materials, Supplies & Equip.",2248160
2020,General Fund,Free Library,Libraries,"Contrib., Indemnities & Taxes",0
2020,General Fund,Human Relations Commission,Government Operations,Personal Services,2286672
2020,General Fund,Human Relations Commission,Government Operations,Purchase of Services,24037
2020,General Fund,Human Relations Commission,Government Operations,"Materials, Supplies & Equip.",21991
2020,General Fund,Human Services,Youth Services,Personal Services,22404173
2020,General Fund,Human Services,Youth Services,Purchase of Services,88609393
2020,General Fund,Human Services,Youth Services,"Materials, Supplies & Equip.",1391352
2020,General Fund,Human Services,Youth Services,"Contrib., Indemnities & Taxes",139055
2020,General Fund,Labor,Government Operations,Personal Services,1945732
2020,General Fund,Labor,Government Operations,Purchase of Services,260157
2020,General Fund,Labor,Government Operations,"Materials, Supplies & Equip.",11351
2020,General Fund,Law,Government Operations,Personal Services,9733493
2020,General Fund,Law,Government Operations,Purchase of Services,6559550
2020,General Fund,Law,Government Operations,"Materials, Supplies & Equip.",234599
2020,General Fund,Law,Government Operations,"Contrib., Indemnities & Taxes",45000
2020,General Fund,Licenses & Inspection,Government Operations,Personal Services,24986716
2020,General Fund,Licenses & Inspection,Government Operations,Purchase of Services,12635533
2020,General Fund,Licenses & Inspection,Government Operations,"Materials, Supplies & Equip.",996326
2020,General Fund,Licenses & Inspection,Government Operations,"Contrib., Indemnities & Taxes",275744
2020,General Fund,L&I - Board of Building Standards,Government Operations,Personal Services,79592
2020,General Fund,L&I - Board of L&I Review,Government Operations,Personal Services,126329
2020,General Fund,L&I - Board of L&I Review,Government Operations,Purchase of Services,10436
2020,General Fund,Managing Director,Government Operations,Personal Services,40052290
2020,General Fund,Managing Director,Government Operations,Purchase of Services,47514026
2020,General Fund,Managing Director,Government Operations,"Materials, Supplies & Equip.",16807137
2020,General Fund,Managing Director,Government Operations,"Contrib., Indemnities & Taxes",603507
2020,General Fund,Managing Director,Government Operations,Payments to Other Funds,1947849
2020,General Fund,Managing Director - Legal Services,Government Operations,Purchase of Services,50938541
2020,General Fund,Mayor's Office,Government Operations,Personal Services,5526098
2020,General Fund,Mayor's Office,Government Operations,Purchase of Services,586190
2020,General Fund,Mayor's Office,Government Operations,"Materials, Supplies & Equip.",24441
2020,General Fund,Mayor's Office,Government Operations,"Contrib., Indemnities & Taxes",500
2020,General Fund,Mayor's Office - Scholarships,Government Operations,"Contrib., Indemnities & Taxes",200000
2020,General Fund,Mural Arts Program,Arts & Culture,Personal Services,598178
2020,General Fund,Mural Arts Program,Arts & Culture,Purchase of Services,1531934
2020,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,Personal Services,544982
2020,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,Purchase of Services,203114
2020,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,"Materials, Supplies & Equip.",6645
2020,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,"Contrib., Indemnities & Taxes",3620688
2020,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Personal Services,1550431
2020,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Purchase of Services,14360976
2020,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,"Materials, Supplies & Equip.",0
2020,General Fund,Office of the Chief Administrative Officer,Government Operations,Personal Services,4435378
2020,General Fund,Office of the Chief Administrative Officer,Government Operations,Purchase of Services,2315960
2020,General Fund,Office of the Chief Administrative Officer,Government Operations,"Materials, Supplies & Equip.",13507
2020,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,Personal Services,90000
2020,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,Purchase of Services,0
2020,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,"Contrib., Indemnities & Taxes",500
2020,General Fund,Office of Children and Families,Government Operations,Personal Services,2789271
2020,General Fund,Office of Children and Families,Government Operations,Purchase of Services,38791702
2020,General Fund,Office of Children and Families,Government Operations,"Materials, Supplies & Equip.",7857
2020,General Fund,Office of Children and Families,Government Operations,"Contrib., Indemnities & Taxes",1500000
2020,General Fund,Office of Homeless Services,Housing & Homeless Services,Personal Services,9589667
2020,General Fund,Office of Homeless Services,Housing & Homeless Services,Purchase of Services,50185972
2020,General Fund,Office of Homeless Services,Housing & Homeless Services,"Materials, Supplies & Equip.",319592
2020,General Fund,Office of Homeless Services,Housing & Homeless Services,"Contrib., Indemnities & Taxes",17806
2020,General Fund,Office of Human Resources,Government Operations,Personal Services,5185267
2020,General Fund,Office of Human Resources,Government Operations,Purchase of Services,730911
2020,General Fund,Office of Human Resources,Government Operations,"Materials, Supplies & Equip.",49023
2020,General Fund,Office of Human Resources,Government Operations,"Contrib., Indemnities & Taxes",0
2020,General Fund,Office of Innovation and Technology,Government Operations,Personal Services,22772627
2020,General Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,47254784
2020,General Fund,Office of Innovation and Technology,Government Operations,"Materials, Supplies & Equip.",5948249
2020,General Fund,Office of Innovation and Technology,Government Operations,"Contrib., Indemnities & Taxes",1970
2020,General Fund,Office of Innovation and Technology - 911,Government Operations,Personal Services,1376075
2020,General Fund,Office of Innovation and Technology - 911,Government Operations,Purchase of Services,14374528
2020,General Fund,Office of Innovation and Technology - 911,Government Operations,"Materials, Supplies & Equip.",4166166
2020,General Fund,Office of the Inspector General,Government Operations,Personal Services,1397115
2020,General Fund,Office of the Inspector General,Government Operations,Purchase of Services,95353
2020,General Fund,Office of the Inspector General,Government Operations,"Materials, Supplies & Equip.",4799
2020,General Fund,Office of Property Assessment,Government Operations,Personal Services,13142246
2020,General Fund,Office of Property Assessment,Government Operations,Purchase of Services,1396124
2020,General Fund,Office of Property Assessment,Government Operations,"Materials, Supplies & Equip.",173051
2020,General Fund,Office of Sustainability,Government Operations,Personal Services,566858
2020,General Fund,Office of Sustainability,Government Operations,Purchase of Services,391710
2020,General Fund,Office of Sustainability,Government Operations,"Materials, Supplies & Equip.",16945
2020,General Fund,Office of Sustainability,Government Operations,Payments to Other Funds,250000
2020,General Fund,Parks and Recreation,Parks & Recreation,Personal Services,50465519
2020,General Fund,Parks and Recreation,Parks & Recreation,Purchase of Services,6885094
2020,General Fund,Parks and Recreation,Parks & Recreation,"Materials, Supplies & Equip.",2621266
2020,General Fund,Parks and Recreation,Parks & Recreation,"Contrib., Indemnities & Taxes",4997411
2020,General Fund,Parks and Recreation,Parks & Recreation,Payments to Other Funds,0
2020,General Fund,Planning and Development,Housing & Homeless Services,Personal Services,4778297
2020,General Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,7028904
2020,General Fund,Planning and Development,Housing & Homeless Services,"Materials, Supplies & Equip.",95208
2020,General Fund,Planning and Development,Housing & Homeless Services,"Contrib., Indemnities & Taxes",6350000
2020,General Fund,Police,Police,Personal Services,736072678
2020,General Fund,Police,Police,Purchase of Services,9674616
2020,General Fund,Police,Police,"Materials, Supplies & Equip.",12475884
2020,General Fund,Police,Police,"Contrib., Indemnities & Taxes",16175422
2020,General Fund,Prisons,Courts & the Justice System,Personal Services,137253128
2020,General Fund,Prisons,Courts & the Justice System,Purchase of Services,101017698
2020,General Fund,Prisons,Courts & the Justice System,"Materials, Supplies & Equip.",4347922
2020,General Fund,Prisons,Courts & the Justice System,"Contrib., Indemnities & Taxes",1379914
2020,General Fund,Procurement,Government Operations,Personal Services,2519208
2020,General Fund,Procurement,Government Operations,Purchase of Services,2547204
2020,General Fund,Procurement,Government Operations,"Materials, Supplies & Equip.",17843
2020,General Fund,Public Health,Public Health Centers,Personal Services,60130461
2020,General Fund,Public Health,Public Health Centers,Purchase of Services,96118606
2020,General Fund,Public Health,Public Health Centers,"Materials, Supplies & Equip.",7819770
2020,General Fund,Public Health,Public Health Centers,"Contrib., Indemnities & Taxes",4944
2020,General Fund,Public Health,Public Health Centers,Payments to Other Funds,4500000
2020,General Fund,Public Property,Government Operations,Personal Services,8610609
2020,General Fund,Public Property,Government Operations,Purchase of Services,35822167
2020,General Fund,Public Property,Government Operations,"Materials, Supplies & Equip.",1044238
2020,General Fund,Public Property,Government Operations,"Contrib., Indemnities & Taxes",211400
2020,General Fund,Public Property,Government Operations,Payments to Other Funds,23169407
2020,General Fund,Public Property - SEPTA Subsidy,Government Operations,Purchase of Services,86290000
2020,General Fund,Public Property - Space Rentals,Government Operations,Purchase of Services,26086731
2020,General Fund,Public Property - Utilities,Government Operations,Purchase of Services,28681562
2020,General Fund,Records,Government Operations,Personal Services,2995101
2020,General Fund,Records,Government Operations,Purchase of Services,994452
2020,General Fund,Records,Government Operations,"Materials, Supplies & Equip.",230196
2020,General Fund,Records,Government Operations,"Contrib., Indemnities & Taxes",1450
2020,General Fund,Register of Wills,Government Operations,Personal Services,4523524
2020,General Fund,Register of Wills,Government Operations,Purchase of Services,237805
2020,General Fund,Register of Wills,Government Operations,"Materials, Supplies & Equip.",130301
2020,General Fund,Revenue,Government Operations,Personal Services,23489160
2020,General Fund,Revenue,Government Operations,Purchase of Services,5445679
2020,General Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",1081244
2020,General Fund,Revenue,Government Operations,"Contrib., Indemnities & Taxes",305791
2020,General Fund,Sheriff,Courts & the Justice System,Personal Services,28049726
2020,General Fund,Sheriff,Courts & the Justice System,Purchase of Services,776791
2020,General Fund,Sheriff,Courts & the Justice System,"Materials, Supplies & Equip.",682442
2020,General Fund,Sheriff,Courts & the Justice System,"Contrib., Indemnities & Taxes",771500
2020,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,107127786
2020,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Debt Service,159226532
2020,General Fund,Streets - Disposal,Government Operations,Purchase of Services,49829681
2020,General Fund,Streets,Streets,Personal Services,90344142
2020,General Fund,Streets,Streets,Purchase of Services,4556444
2020,General Fund,Streets,Streets,"Materials, Supplies & Equip.",7050699
2020,General Fund,Streets,Streets,"Contrib., Indemnities & Taxes",23064363
