fiscal_year,fund,department,tag_peoples_budget,class,total
2022,General Fund,Office of Human Resources,Government Operations,"Contrib., Indemnities & Taxes",0
2022,General Fund,Office of Innovation and Technology,Government Operations,Personal Services,25369267
2022,General Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,47630489
2022,General Fund,Office of Innovation and Technology,Government Operations,"Materials, Supplies & Equip.",13229295
2022,General Fund,Office of Innovation and Technology,Government Operations,"Contrib., Indemnities & Taxes",0
2022,General Fund,Office of Innovation and Technology-911,Emergency Services,Personal Services,1341547
2022,General Fund,Office of Innovation and Technology-911,Emergency Services,Purchase of Services,21928631
2022,General Fund,Office of Innovation and Technology-911,Emergency Services,"Materials, Supplies & Equip.",8064399
2022,General Fund,Office of the Inspector General,Government Operations,Personal Services,1478002
2022,General Fund,Office of the Inspector General,Government Operations,Purchase of Services,97975
2022,General Fund,Office of the Inspector General,Government Operations,"Materials, Supplies & Equip.",5225
2022,General Fund,Office of Property Assessment,Government Operations,Personal Services,14835075
2022,General Fund,Office of Property Assessment,Government Operations,Purchase of Services,2026020
2022,General Fund,Office of Property Assessment,Government Operations,"Materials, Supplies & Equip.",362600
2022,General Fund,Office of Sustainability,Government Operations,Personal Services,822993
2022,General Fund,Office of Sustainability,Government Operations,Purchase of Services,538966
2022,General Fund,Office of Sustainability,Government Operations,"Materials, Supplies & Equip.",1000
2022,General Fund,Office of Sustainability,Government Operations,Payments to Other Funds,175000
2022,General Fund,Parks and Recreation,Parks & Recreation,Personal Services,53257946
2022,General Fund,Parks and Recreation,Parks & Recreation,Purchase of Services,6059787
2022,General Fund,Parks and Recreation,Parks & Recreation,"Materials, Supplies & Equip.",2702225
2022,General Fund,Parks and Recreation,Parks & Recreation,"Contrib., Indemnities & Taxes",3350000
2022,General Fund,Parks and Recreation,Parks & Recreation,Payments to Other Funds,0
2022,General Fund,Planning and Development,Housing & Homeless Services,Personal Services,5228518
2022,General Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,5619463
2022,General Fund,Planning and Development,Housing & Homeless Services,"Materials, Supplies & Equip.",80761
2022,General Fund,Planning and Development,Housing & Homeless Services,"Contrib., Indemnities & Taxes",6500000
2022,General Fund,Police,Police,Personal Services,731221929
2022,General Fund,Police,Police,Purchase of Services,11018373
2022,General Fund,Police,Police,"Materials, Supplies & Equip.",15794152
2022,General Fund,Police,Police,"Contrib., Indemnities & Taxes",0
2022,General Fund,Police,Police,Payments to Other Funds,0
2022,General Fund,Prisons,Courts & the Justice System,Personal Services,133890594
2022,General Fund,Prisons,Courts & the Justice System,Purchase of Services,110810934
2022,General Fund,Prisons,Courts & the Justice System,"Materials, Supplies & Equip.",5499455
2022,General Fund,Prisons,Courts & the Justice System,"Contrib., Indemnities & Taxes",1201757
2022,General Fund,Procurement,Government Operations,Personal Services,2777733
2022,General Fund,Procurement,Government Operations,Purchase of Services,3395744
2022,General Fund,Procurement,Government Operations,"Materials, Supplies & Equip.",12359
2022,General Fund,Public Health,Public Health Centers,Personal Services,61762283
2022,General Fund,Public Health,Public Health Centers,Purchase of Services,95439448
2022,General Fund,Public Health,Public Health Centers,"Materials, Supplies & Equip.",6966053
2022,General Fund,Public Health,Public Health Centers,"Contrib., Indemnities & Taxes",0
2022,General Fund,Public Health,Public Health Centers,Payments to Other Funds,923404
2022,General Fund,Public Property,Government Operations,Personal Services,10548425
2022,General Fund,Public Property,Government Operations,Purchase of Services,36765814
2022,General Fund,Public Property,Government Operations,"Materials, Supplies & Equip.",1338535
2022,General Fund,Public Property,Government Operations,"Contrib., Indemnities & Taxes",0
2022,General Fund,Public Property,Government Operations,Payments to Other Funds,25262470
2022,General Fund,Public Property-SEPTA Subsidy,Public Transit,Purchase of Services,91214000
2022,General Fund,Public Property-Space Rentals,Government Operations,Purchase of Services,30176234
2022,General Fund,Public Property-Utilities,Government Operations,Purchase of Services,24875748
2022,General Fund,Records,Government Operations,Personal Services,3259750
2022,General Fund,Records,Government Operations,Purchase of Services,758985
2022,General Fund,Records,Government Operations,"Materials, Supplies & Equip.",143758
2022,General Fund,Records,Government Operations,"Contrib., Indemnities & Taxes",0
2022,General Fund,Register of Wills,Government Operations,Personal Services,4101028
2022,General Fund,Register of Wills,Government Operations,Purchase of Services,185000
2022,General Fund,Register of Wills,Government Operations,"Materials, Supplies & Equip.",140236
2022,General Fund,Revenue,Government Operations,Personal Services,21518547
2022,General Fund,Revenue,Government Operations,Purchase of Services,4321359
2022,General Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",774976
2022,General Fund,Revenue,Government Operations,"Contrib., Indemnities & Taxes",0
2022,General Fund,Sheriff,Courts & the Justice System,Personal Services,26497890
2022,General Fund,Sheriff,Courts & the Justice System,Purchase of Services,1105267
2022,General Fund,Sheriff,Courts & the Justice System,"Materials, Supplies & Equip.",1739507
2022,General Fund,Sheriff,Courts & the Justice System,"Contrib., Indemnities & Taxes",0
2022,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,100560657
2022,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Debt Service,192666858
2022,General Fund,Streets-Disposal,Government Operations,Purchase of Services,55762580
2022,General Fund,Streets,Streets,Personal Services,99590918
2022,General Fund,Streets,Streets,Purchase of Services,5817345
2022,General Fund,Streets,Streets,"Materials, Supplies & Equip.",14346537
2022,General Fund,Streets,Streets,"Contrib., Indemnities & Taxes",53171
