fiscal_year,fund,department,tag_peoples_budget,class,total
2021,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Personal Services,1546510
2021,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Purchase of Services,13930892
2021,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,"Materials, Supplies & Equip.",0
2021,General Fund,Office of the Chief Administrative Officer,Government Operations,Personal Services,4005063
2021,General Fund,Office of the Chief Administrative Officer,Government Operations,Purchase of Services,1798410
2021,General Fund,Office of the Chief Administrative Officer,Government Operations,"Materials, Supplies & Equip.",19003
2021,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,Personal Services,45000
2021,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,Purchase of Services,0
2021,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,"Materials, Supplies & Equip.",0
2021,General Fund,Office of Children and Families,Government Operations,Personal Services,418820
2021,General Fund,Office of Children and Families,Government Operations,Purchase of Services,0
2021,General Fund,Office of Children and Families,Government Operations,"Materials, Supplies & Equip.",0
2021,General Fund,Office of Children and Families,Government Operations,"Contrib., Indemnities & Taxes",0
2021,General Fund,Office of Homeless Services,Housing & Homeless Services,Personal Services,7600652
2021,General Fund,Office of Homeless Services,Housing & Homeless Services,Purchase of Services,36823262
2021,General Fund,Office of Homeless Services,Housing & Homeless Services,"Materials, Supplies & Equip.",335280
2021,General Fund,Office of Homeless Services,Housing & Homeless Services,"Contrib., Indemnities & Taxes",22800
2021,General Fund,Office of Human Resources,Government Operations,Personal Services,5133178
2021,General Fund,Office of Human Resources,Government Operations,Purchase of Services,568785
2021,General Fund,Office of Human Resources,Government Operations,"Materials, Supplies & Equip.",15904
2021,General Fund,Office of Human Resources,Government Operations,"Contrib., Indemnities & Taxes",0
2021,General Fund,Office of Innovation and Technology,Government Operations,Personal Services,22946742
2021,General Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,49649581
2021,General Fund,Office of Innovation and Technology,Government Operations,"Materials, Supplies & Equip.",3845065
2021,General Fund,Office of Innovation and Technology,Government Operations,"Contrib., Indemnities & Taxes",70130
2021,General Fund,Office of Innovation and Technology - 911,Government Operations,Personal Services,1195808
2021,General Fund,Office of Innovation and Technology - 911,Government Operations,Purchase of Services,9804449
2021,General Fund,Office of Innovation and Technology - 911,Government Operations,"Materials, Supplies & Equip.",3246240
2021,General Fund,Office of the Inspector General,Government Operations,Personal Services,1283300
2021,General Fund,Office of the Inspector General,Government Operations,Purchase of Services,82434
2021,General Fund,Office of the Inspector General,Government Operations,"Materials, Supplies & Equip.",3466
2021,General Fund,Office of Property Assessment,Government Operations,Personal Services,13393546
2021,General Fund,Office of Property Assessment,Government Operations,Purchase of Services,1675580
2021,General Fund,Office of Property Assessment,Government Operations,"Materials, Supplies & Equip.",144517
2021,General Fund,Office of Sustainability,Government Operations,Personal Services,484422
2021,General Fund,Office of Sustainability,Government Operations,Purchase of Services,422478
2021,General Fund,Office of Sustainability,Government Operations,"Materials, Supplies & Equip.",0
2021,General Fund,Office of Sustainability,Government Operations,Payments to Other Funds,175000
2021,General Fund,Parks and Recreation,Parks & Recreation,Personal Services,42876919
2021,General Fund,Parks and Recreation,Parks & Recreation,Purchase of Services,4718605
2021,General Fund,Parks and Recreation,Parks & Recreation,"Materials, Supplies & Equip.",2017512
2021,General Fund,Parks and Recreation,Parks & Recreation,"Contrib., Indemnities & Taxes",3009736
2021,General Fund,Parks and Recreation,Parks & Recreation,Payments to Other Funds,0
2021,General Fund,Planning and Development,Housing & Homeless Services,Personal Services,4510200
2021,General Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,10115791
2021,General Fund,Planning and Development,Housing & Homeless Services,"Materials, Supplies & Equip.",80462
2021,General Fund,Planning and Development,Housing & Homeless Services,"Contrib., Indemnities & Taxes",0
2021,General Fund,Police,Police,Personal Services,708324818
2021,General Fund,Police,Police,Purchase of Services,9459039
2021,General Fund,Police,Police,"Materials, Supplies & Equip.",10603333
2021,General Fund,Police,Police,"Contrib., Indemnities & Taxes",30753353
2021,General Fund,Police,Police,Payments to Other Funds,0
2021,General Fund,Prisons,Courts & the Justice System,Personal Services,118472913
2021,General Fund,Prisons,Courts & the Justice System,Purchase of Services,95215322
2021,General Fund,Prisons,Courts & the Justice System,"Materials, Supplies & Equip.",3997199
2021,General Fund,Prisons,Courts & the Justice System,"Contrib., Indemnities & Taxes",1487394
2021,General Fund,Procurement,Government Operations,Personal Services,2434690
2021,General Fund,Procurement,Government Operations,Purchase of Services,3418130
2021,General Fund,Procurement,Government Operations,"Materials, Supplies & Equip.",3283
2021,General Fund,Public Health,Public Health Centers,Personal Services,58289725
2021,General Fund,Public Health,Public Health Centers,Purchase of Services,87796414
2021,General Fund,Public Health,Public Health Centers,"Materials, Supplies & Equip.",5524800
2021,General Fund,Public Health,Public Health Centers,"Contrib., Indemnities & Taxes",159062
2021,General Fund,Public Health,Public Health Centers,Payments to Other Funds,4423404
2021,General Fund,Public Property,Government Operations,Personal Services,9847147
2021,General Fund,Public Property,Government Operations,Purchase of Services,31803456
2021,General Fund,Public Property,Government Operations,"Materials, Supplies & Equip.",1332653
2021,General Fund,Public Property,Government Operations,"Contrib., Indemnities & Taxes",456950
2021,General Fund,Public Property,Government Operations,Payments to Other Funds,21210793
2021,General Fund,Public Property - SEPTA Subsidy,Government Operations,Purchase of Services,84608000
2021,General Fund,Public Property - Space Rentals,Government Operations,Purchase of Services,25007711
2021,General Fund,Public Property - Utilities,Government Operations,Purchase of Services,23599406
2021,General Fund,Records,Government Operations,Personal Services,2823021
2021,General Fund,Records,Government Operations,Purchase of Services,705437
2021,General Fund,Records,Government Operations,"Materials, Supplies & Equip.",143371
2021,General Fund,Records,Government Operations,"Contrib., Indemnities & Taxes",0
2021,General Fund,Register of Wills,Government Operations,Personal Services,4174663
2021,General Fund,Register of Wills,Government Operations,Purchase of Services,216264
2021,General Fund,Register of Wills,Government Operations,"Materials, Supplies & Equip.",88253
2021,General Fund,Revenue,Government Operations,Personal Services,22277095
2021,General Fund,Revenue,Government Operations,Purchase of Services,4810492
2021,General Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",746197
2021,General Fund,Revenue,Government Operations,"Contrib., Indemnities & Taxes",301
2021,General Fund,Sheriff,Courts & the Justice System,Personal Services,26258562
2021,General Fund,Sheriff,Courts & the Justice System,Purchase of Services,403429
2021,General Fund,Sheriff,Courts & the Justice System,"Materials, Supplies & Equip.",310669
2021,General Fund,Sheriff,Courts & the Justice System,"Contrib., Indemnities & Taxes",664000
2021,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,95242248
2021,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Debt Service,178543269
2021,General Fund,Sanitation - Disposal,Government Operations,Purchase of Services,58526944
2021,General Fund,Sanitation,Trash & Sanitation,Personal Services,88868951
2021,General Fund,Sanitation,Trash & Sanitation,Purchase of Services,8737066
2021,General Fund,Sanitation,Trash & Sanitation,"Materials, Supplies & Equip.",4761890
2021,General Fund,Sanitation,Trash & Sanitation,"Contrib., Indemnities & Taxes",9136875
