fiscal_year,fund,department,tag_peoples_budget,class,total
2018,General Fund,Public Property,Government Operations,"Materials, Supplies & Equip.",1338535
2018,General Fund,Public Property,Government Operations,"Contrib., Indemnities & Taxes",0
2018,General Fund,Public Property,Government Operations,Payments to Other Funds,27554294
2018,General Fund,Public Property - SEPTA Subsidy,Government Operations,Purchase of Services,82749000
2018,General Fund,Public Property - Space Rentals,Government Operations,Purchase of Services,20950268
2018,General Fund,Public Property - Utilities,Government Operations,Purchase of Services,24655024
2018,General Fund,Records,Government Operations,Personal Services,3194935
2018,General Fund,Records,Government Operations,Purchase of Services,1538779
2018,General Fund,Records,Government Operations,"Materials, Supplies & Equip.",143758
2018,General Fund,Records,Government Operations,"Contrib., Indemnities & Taxes",1456
2018,General Fund,Register of Wills,Government Operations,Personal Services,3979046
2018,General Fund,Register of Wills,Government Operations,Purchase of Services,75486
2018,General Fund,Register of Wills,Government Operations,"Materials, Supplies & Equip.",189750
2018,General Fund,Revenue,Government Operations,Personal Services,22231193
2018,General Fund,Revenue,Government Operations,Purchase of Services,7350349
2018,General Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",910976
2018,General Fund,Revenue,Government Operations,"Contrib., Indemnities & Taxes",0
2018,General Fund,Sheriff,Courts & the Justice System,Personal Services,21522650
2018,General Fund,Sheriff,Courts & the Justice System,Purchase of Services,1105267
2018,General Fund,Sheriff,Courts & the Justice System,"Materials, Supplies & Equip.",443907
2018,General Fund,Sheriff,Courts & the Justice System,"Contrib., Indemnities & Taxes",0
2018,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,138697144
2018,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Debt Service,157322070
2018,General Fund,Sanitation,Trash & Sanitation,Personal Services,78481768
2018,General Fund,Sanitation,Trash & Sanitation,Purchase of Services,49726261
2018,General Fund,Sanitation,Trash & Sanitation,"Materials, Supplies & Equip.",9071224
2018,General Fund,Sanitation,Trash & Sanitation,"Contrib., Indemnities & Taxes",53171
2018,General Fund,Sanitation,Trash & Sanitation,Payments to Other Funds,0
2018,General Fund,Youth Commission,Government Operations,Personal Services,0
2018,General Fund,Youth Commission,Government Operations,Purchase of Services,0
2018,General Fund,Youth Commission,Government Operations,"Materials, Supplies & Equip.",0
2018,Water Fund,Office of Innovation and Technology,Government Operations,Personal Services,7256281
2018,Water Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,19043874
2018,Water Fund,Office of Innovation and Technology,Government Operations,"Materials, Supplies & Equip.",2700550
2018,Water Fund,Managing Director,Government Operations,Personal Services,138550
2018,Water Fund,Managing Director - Office of Fleet Management,Government Operations,Personal Services,3062196
2018,Water Fund,Managing Director - Office of Fleet Management,Government Operations,Purchase of Services,1489000
2018,Water Fund,Managing Director - Office of Fleet Management,Government Operations,"Materials, Supplies & Equip.",4274640
2018,Water Fund,Public Property,Government Operations,Purchase of Services,4256817
2018,Water Fund,Water,Government Operations,Personal Services,116470294
2018,Water Fund,Water,Government Operations,Purchase of Services,157471521
2018,Water Fund,Water,Government Operations,"Materials, Supplies & Equip.",48934793
2018,Water Fund,Water,Government Operations,"Contrib., Indemnities & Taxes",600000
2018,Water Fund,Water,Government Operations,Payments to Other Funds,71000000
2018,Water Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,122132283
2018,Water Fund,Finance-Indemnities,Government Operations,"Contrib., Indemnities & Taxes",6500000
2018,Water Fund,Revenue,Government Operations,Personal Services,9759200
2018,Water Fund,Revenue,Government Operations,Purchase of Services,5048100
2018,Water Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",1428400
2018,Water Fund,Revenue,Government Operations,"Contrib., Indemnities & Taxes",5000
2018,Water Fund,Sinking Fund Commission (Debt Service),Government Operations,Debt Service,240267536
2018,Water Fund,Procurement,Government Operations,Personal Services,89261
2018,Water Fund,Law,Government Operations,Personal Services,2506206
2018,Water Fund,Law,Government Operations,Purchase of Services,691614
2018,Water Fund,Law,Government Operations,"Materials, Supplies & Equip.",43010
2018,Water Fund,Office of Sustainability,Government Operations,Personal Services,63874
2018,Water Fund,Office of Sustainability,Government Operations,Purchase of Services,30000
2018,Water Fund,Water,Government Operations,Personal Services,120000
2018,Water Fund,Water,Government Operations,Purchase of Services,850000
2018,Water Residual Fund,Water Department City of Philadelphia - 15 - City of Philadelphia,Government Operations,Payments to Other Funds,37000000
2018,County Liquid Fuels Tax Fund,Streets,Streets,Personal Services,3734000
2018,County Liquid Fuels Tax Fund,Streets,Streets,Purchase of Services,3247330
2018,County Liquid Fuels Tax Fund,Streets,Streets,Payments to Other Funds,18670
2018,Special Gasoline Tax Fund,Streets,Streets,Personal Services,5357500
2018,Special Gasoline Tax Fund,Streets,Streets,Purchase of Services,18110424
2018,Special Gasoline Tax Fund,Streets,Streets,"Materials, Supplies & Equip.",14502076
2018,Special Gasoline Tax Fund,Streets,Streets,Payments to Other Funds,30000
2018,Special Gasoline Tax Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,1000000
2018,Healthchoices Behavioral Health Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Purchase of Services,1298400000
2018,Healthchoices Behavioral Health Revenue Fund,Department of Public Health - Office of Behavioral Health and Intellectual Disability City of Philadelphia - 16 - City of Philadelphia,Government Operations,Payments to Other Funds,1600000
2018,Hotel Room Rental Tax Fund,Commerce,Commercial Corridors & Small Businesses,"Contrib., Indemnities & Taxes",70350000
2018,Grants Revenue Fund,Office of Innovation and Technology,Government Operations,Personal Services,235347
2018,Grants Revenue Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,789939
2018,Grants Revenue Fund,Office of Innovation and Technology,Government Operations,"Materials, Supplies & Equip.",451871
2018,Grants Revenue Fund,Office of Innovation and Technology,Government Operations,Payments to Other Funds,53786944
2018,Grants Revenue Fund,Mayor,Government Operations,Personal Services,909506
2018,Grants Revenue Fund,Mayor,Government Operations,Pers. Svcs.-Emp.Benefits,69577
2018,Grants Revenue Fund,Mayor,Government Operations,Purchase of Services,3337
2018,Grants Revenue Fund,Mayor,Government Operations,"Materials, Supplies & Equip.",3515
2018,Grants Revenue Fund,Planning and Development,Housing & Homeless Services,Personal Services,90000
2018,Grants Revenue Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,88486222
2018,Grants Revenue Fund,Office of Community Empowerment and Opportunity,Immigration Services,Personal Services,2646348
2018,Grants Revenue Fund,Office of Community Empowerment and Opportunity,Immigration Services,Pers. Svcs.-Emp.Benefits,480329
2018,Grants Revenue Fund,Office of Community Empowerment and Opportunity,Immigration Services,Purchase of Services,16486379
2018,Grants Revenue Fund,Office of Community Empowerment and Opportunity,Immigration Services,"Materials, Supplies & Equip.",64463
2018,Grants Revenue Fund,Managing Director,Government Operations,Personal Services,2672052
2018,Grants Revenue Fund,Managing Director,Government Operations,Purchase of Services,42977662
2018,Grants Revenue Fund,Managing Director,Government Operations,"Materials, Supplies & Equip.",780350
2018,Grants Revenue Fund,Police,Police,Personal Services,5277950
2018,Grants Revenue Fund,Police,Police,Pers. Svcs.-Emp.Benefits,343747
2018,Grants Revenue Fund,Police,Police,Purchase of Services,5825852
2018,Grants Revenue Fund,Police,Police,"Materials, Supplies & Equip.",9135530
2018,Grants Revenue Fund,Streets,Streets,Personal Services,1123000
2018,Grants Revenue Fund,Streets,Streets,Pers. Svcs.-Emp.Benefits,76000
2018,Grants Revenue Fund,Streets,Streets,Purchase of Services,25320000
2018,Grants Revenue Fund,Streets,Streets,"Materials, Supplies & Equip.",6109000
2018,Grants Revenue Fund,Fire,Emergency Services,Personal Services,10796111
2018,Grants Revenue Fund,Fire,Emergency Services,Pers. Svcs.-Emp.Benefits,1253630
2018,Grants Revenue Fund,Fire,Emergency Services,Purchase of Services,6852077
2018,Grants Revenue Fund,Fire,Emergency Services,"Materials, Supplies & Equip.",1122244
2018,Grants Revenue Fund,Public Health,Public Health Centers,Personal Services,13540000
2018,Grants Revenue Fund,Public Health,Public Health Centers,Pers. Svcs.-Emp.Benefits,4626000
2018,Grants Revenue Fund,Public Health,Public Health Centers,Purchase of Services,92322478
2018,Grants Revenue Fund,Public Health,Public Health Centers,"Materials, Supplies & Equip.",2931782
2018,Grants Revenue Fund,Public Health,Public Health Centers,Payments to Other Funds,1038500
2018,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Personal Services,16796254
2018,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Pers. Svcs.-Emp.Benefits,7984251
2018,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Purchase of Services,245869088
2018,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,"Materials, Supplies & Equip.",285000
2018,Grants Revenue Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Payments to Other Funds,83081
2018,Grants Revenue Fund,Parks and Recreation,Parks & Recreation,Personal Services,3174931
2018,Grants Revenue Fund,Parks and Recreation,Parks & Recreation,Pers. Svcs.-Emp.Benefits,529754
2018,Grants Revenue Fund,Parks and Recreation,Parks & Recreation,Purchase of Services,1580486
2018,Grants Revenue Fund,Parks and Recreation,Parks & Recreation,"Materials, Supplies & Equip.",7146383
2018,Grants Revenue Fund,Parks and Recreation,Parks & Recreation,"Contrib., Indemnities & Taxes",100000
2018,Grants Revenue Fund,Human Services,Youth Services,Personal Services,79596553
2018,Grants Revenue Fund,Human Services,Youth Services,Pers. Svcs.-Emp.Benefits,38409779
2018,Grants Revenue Fund,Human Services,Youth Services,Purchase of Services,469945854
2018,Grants Revenue Fund,Human Services,Youth Services,"Materials, Supplies & Equip.",2082114
2018,Grants Revenue Fund,Department of Human Services - Office of Homeless Services City of Philadelphia - 19 - City of Philadelphia,Government Operations,Personal Services,1228201
2018,Grants Revenue Fund,Department of Human Services - Office of Homeless Services City of Philadelphia - 19 - City of Philadelphia,Government Operations,Purchase of Services,44652107
2018,Grants Revenue Fund,Department of Human Services - Office of Homeless Services City of Philadelphia - 19 - City of Philadelphia,Government Operations,"Materials, Supplies & Equip.",1000000
2018,Grants Revenue Fund,Department of Prisons,Government Operations,Purchase of Services,250000
2018,Grants Revenue Fund,Finance,Government Operations,Advances and Other Misc. Payments,200001455
2018,Grants Revenue Fund,Revenue,Government Operations,Purchase of Services,26425000
2018,Grants Revenue Fund,Commerce,Commercial Corridors & Small Businesses,Purchase of Services,10150000
2018,Grants Revenue Fund,Office of Sustainability,Government Operations,Personal Services,50000
2018,Grants Revenue Fund,Free Library,Libraries,Personal Services,979580
2018,Grants Revenue Fund,Free Library,Libraries,Pers. Svcs.-Emp.Benefits,207306
2018,Grants Revenue Fund,Board of Trustees of the Free Library of Philadelphia City of Philadelphia - 20 - City of Philadelphia,Government Operations,Purchase of Services,4036551
2018,Grants Revenue Fund,Board of Trustees of the Free Library of Philadelphia City of Philadelphia - 20 - City of Philadelphia,Government Operations,"Materials, Supplies & Equip.",3601478
2018,Grants Revenue Fund,Mayor - Office of Arts and Culture and the Creative Economy,Government Operations,Purchase of Services,25000
2018,Grants Revenue Fund,Auditing (City Controller),Government Operations,"Materials, Supplies & Equip.",249999
2018,Grants Revenue Fund,Register of Wills,Government Operations,"Materials, Supplies & Equip.",200000
2018,Grants Revenue Fund,District Attorney,Courts & the Justice System,Personal Services,14591956
2018,Grants Revenue Fund,District Attorney,Courts & the Justice System,Pers. Svcs.-Emp.Benefits,620990
2018,Grants Revenue Fund,District Attorney,Courts & the Justice System,Purchase of Services,951473
2018,Grants Revenue Fund,District Attorney,Courts & the Justice System,"Materials, Supplies & Equip.",79050
2018,Grants Revenue Fund,City Commissioners,Government Operations,Personal Services,100000
2018,Grants Revenue Fund,City Commissioners,Government Operations,Purchase of Services,600000
2018,Grants Revenue Fund,City Commissioners,Government Operations,"Materials, Supplies & Equip.",200000
2018,Grants Revenue Fund,First Judicial District,Courts & the Justice System,Personal Services,26220190
2018,Grants Revenue Fund,First Judicial District of Pennsylvania City of Philadelphia - 21 - City of Philadelphia,Government Operations,Pers. Svcs.-Emp.Benefits,14377509
2018,Grants Revenue Fund,First Judicial District of Pennsylvania City of Philadelphia - 21 - City of Philadelphia,Government Operations,Purchase of Services,6596489
2018,Grants Revenue Fund,First Judicial District of Pennsylvania City of Philadelphia - 21 - City of Philadelphia,Government Operations,"Materials, Supplies & Equip.",2829396
2018,Aviation Fund,Office of Innovation and Technology,Government Operations,Personal Services,980000
2018,Aviation Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,1103089
2018,Aviation Fund,Managing Director - Office of Fleet Management,Government Operations,Personal Services,1407759
2018,Aviation Fund,Managing Director - Office of Fleet Management,Government Operations,Purchase of Services,588000
2018,Aviation Fund,Managing Director - Office of Fleet Management,Government Operations,"Materials, Supplies & Equip.",1493000
2018,Aviation Fund,Managing Director - Office of Fleet Management - Vehicle Purchase,Government Operations,"Materials, Supplies & Equip.",4800000
2018,Aviation Fund,Police,Police,Personal Services,15721670
2018,Aviation Fund,Police,Police,Purchase of Services,77500
2018,Aviation Fund,Police,Police,"Materials, Supplies & Equip.",93000
2018,Aviation Fund,Fire Department City of Philadelphia - 22 - City of Philadelphia,Government Operations,Personal Services,7608574
2018,Aviation Fund,Fire Department City of Philadelphia - 22 - City of Philadelphia,Government Operations,Purchase of Services,15000
2018,Aviation Fund,Fire Department City of Philadelphia - 22 - City of Philadelphia,Government Operations,"Materials, Supplies & Equip.",155900
2018,Aviation Fund,Fire Department City of Philadelphia - 22 - City of Philadelphia,Government Operations,Payments to Other Funds,23000
2018,Aviation Fund,Public Property-Utilities,Government Operations,Purchase of Services,26900000
2018,Aviation Fund,Finance,Government Operations,Purchase of Services,4146000
2018,Aviation Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,62129873
2018,Aviation Fund,Finance-Indemnities,Government Operations,"Contrib., Indemnities & Taxes",2512000
