fiscal_year,fund,department,tag_peoples_budget,class,total
2020,General Fund,Fleet Management - Vehicle Lease/Purch.,Government Operations,"Materials, Supplies & Equip.",17286549
2020,General Fund,Free Library,Libraries,Personal Services,40633647
2020,General Fund,Free Library,Libraries,Purchase of Services,2824077
2020,General Fund,Free Library,Libraries,"Materials, Supplies & Equip.",2302659
2020,General Fund,Free Library,Libraries,"Contrib., Indemnities & Taxes",0
2020,General Fund,Human Relations Commission,Government Operations,Personal Services,2323714
2020,General Fund,Human Relations Commission,Government Operations,Purchase of Services,34657
2020,General Fund,Human Relations Commission,Government Operations,"Materials, Supplies & Equip.",28031
2020,General Fund,Human Services,Youth Services,Personal Services,27646449
2020,General Fund,Human Services,Youth Services,Purchase of Services,89248594
2020,General Fund,Human Services,Youth Services,"Materials, Supplies & Equip.",2069970
2020,General Fund,Human Services,Youth Services,"Contrib., Indemnities & Taxes",0
2020,General Fund,Labor,Government Operations,Personal Services,2065091
2020,General Fund,Labor,Government Operations,Purchase of Services,321277
2020,General Fund,Labor,Government Operations,"Materials, Supplies & Equip.",68460
2020,General Fund,Law,Government Operations,Personal Services,9427335
2020,General Fund,Law,Government Operations,Purchase of Services,6409034
2020,General Fund,Law,Government Operations,"Materials, Supplies & Equip.",248676
2020,General Fund,Licenses & Inspection,Government Operations,Personal Services,25967209
2020,General Fund,Licenses & Inspection,Government Operations,Purchase of Services,14403945
2020,General Fund,Licenses & Inspection,Government Operations,"Materials, Supplies & Equip.",911397
2020,General Fund,Licenses & Inspection,Government Operations,"Contrib., Indemnities & Taxes",0
2020,General Fund,L&I - Board of Building Standards,Government Operations,Personal Services,80366
2020,General Fund,L&I - Board of L&I Review,Government Operations,Personal Services,163434
2020,General Fund,L&I - Board of L&I Review,Government Operations,Purchase of Services,10436
2020,General Fund,Managing Director,Government Operations,Personal Services,23170579
2020,General Fund,Managing Director,Government Operations,Purchase of Services,31472162
2020,General Fund,Managing Director,Government Operations,"Materials, Supplies & Equip.",1136979
2020,General Fund,Managing Director,Government Operations,"Contrib., Indemnities & Taxes",0
2020,General Fund,Managing Director - Legal Services,Government Operations,Purchase of Services,50439541
2020,General Fund,Mayor's Office,Government Operations,Personal Services,5393827
2020,General Fund,Mayor's Office,Government Operations,Purchase of Services,684965
2020,General Fund,Mayor's Office,Government Operations,"Materials, Supplies & Equip.",34841
2020,General Fund,Mayor's Office,Government Operations,"Contrib., Indemnities & Taxes",0
2020,General Fund,Mayor's Office - Scholarships,Government Operations,"Contrib., Indemnities & Taxes",200000
2020,General Fund,Mural Arts Program,Arts & Culture,Personal Services,638987
2020,General Fund,Mural Arts Program,Arts & Culture,Purchase of Services,1860615
2020,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,Personal Services,508300
2020,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,Purchase of Services,212014
2020,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,"Materials, Supplies & Equip.",7000
2020,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,"Contrib., Indemnities & Taxes",3370688
2020,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Personal Services,1534468
2020,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Purchase of Services,14360976
2020,General Fund,Office of the Chief Administrative Officer,Government Operations,Personal Services,4784551
2020,General Fund,Office of the Chief Administrative Officer,Government Operations,Purchase of Services,2627049
2020,General Fund,Office of the Chief Administrative Officer,Government Operations,"Materials, Supplies & Equip.",26665
2020,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,Personal Services,90000
2020,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,Purchase of Services,0
2020,General Fund,Office of Education,Schools & Early Childhood Education,Personal Services,3292180
2020,General Fund,Office of Education,Schools & Early Childhood Education,Purchase of Services,42015834
2020,General Fund,Office of Education,Schools & Early Childhood Education,"Materials, Supplies & Equip.",42000
2020,General Fund,Office of Education,Schools & Early Childhood Education,"Contrib., Indemnities & Taxes",0
2020,General Fund,Office of Homeless Services,Housing & Homeless Services,Personal Services,9545748
2020,General Fund,Office of Homeless Services,Housing & Homeless Services,Purchase of Services,50023423
2020,General Fund,Office of Homeless Services,Housing & Homeless Services,"Materials, Supplies & Equip.",344127
2020,General Fund,Office of Homeless Services,Housing & Homeless Services,"Contrib., Indemnities & Taxes",32421
2020,General Fund,Office of Human Resources,Government Operations,Personal Services,5555785
2020,General Fund,Office of Human Resources,Government Operations,Purchase of Services,1229070
2020,General Fund,Office of Human Resources,Government Operations,"Materials, Supplies & Equip.",89432
2020,General Fund,Office of Innovation and Technology,Government Operations,Personal Services,22462148
2020,General Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,42805345
2020,General Fund,Office of Innovation and Technology,Government Operations,"Materials, Supplies & Equip.",5931046
2020,General Fund,Office of Innovation and Technology,Government Operations,"Contrib., Indemnities & Taxes",0
2020,General Fund,Office of Innovation and Technology - 911,Government Operations,Personal Services,1416547
2020,General Fund,Office of Innovation and Technology - 911,Government Operations,Purchase of Services,26280561
2020,General Fund,Office of Innovation and Technology - 911,Government Operations,"Materials, Supplies & Equip.",13537978
2020,General Fund,Office of the Inspector General,Government Operations,Personal Services,1577241
2020,General Fund,Office of the Inspector General,Government Operations,Purchase of Services,97975
2020,General Fund,Office of the Inspector General,Government Operations,"Materials, Supplies & Equip.",5225
2020,General Fund,Office of Property Assessment,Government Operations,Personal Services,14127682
2020,General Fund,Office of Property Assessment,Government Operations,Purchase of Services,2403126
2020,General Fund,Office of Property Assessment,Government Operations,"Materials, Supplies & Equip.",787600
2020,General Fund,Office of Sustainability,Government Operations,Personal Services,551910
2020,General Fund,Office of Sustainability,Government Operations,Purchase of Services,393508
2020,General Fund,Office of Sustainability,Government Operations,"Materials, Supplies & Equip.",17840
2020,General Fund,Office of Sustainability,Government Operations,Payments to Other Funds,250000
2020,General Fund,Parks and Recreation,Parks & Recreation,Personal Services,52490935
2020,General Fund,Parks and Recreation,Parks & Recreation,Purchase of Services,7115490
2020,General Fund,Parks and Recreation,Parks & Recreation,"Materials, Supplies & Equip.",2740630
2020,General Fund,Parks and Recreation,Parks & Recreation,"Contrib., Indemnities & Taxes",2711000
2020,General Fund,Parks and Recreation,Parks & Recreation,Payments to Other Funds,0
2020,General Fund,Planning and Development,Housing & Homeless Services,Personal Services,5167172
2020,General Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,5192113
2020,General Fund,Planning and Development,Housing & Homeless Services,"Materials, Supplies & Equip.",101461
2020,General Fund,Planning and Development,Housing & Homeless Services,"Contrib., Indemnities & Taxes",1350000
2020,General Fund,Police,Police,Personal Services,718359324
2020,General Fund,Police,Police,Purchase of Services,8353063
2020,General Fund,Police,Police,"Materials, Supplies & Equip.",14452710
2020,General Fund,Police,Police,"Contrib., Indemnities & Taxes",0
2020,General Fund,Prisons,Courts & the Justice System,Personal Services,139765668
2020,General Fund,Prisons,Courts & the Justice System,Purchase of Services,92842354
2020,General Fund,Prisons,Courts & the Justice System,"Materials, Supplies & Equip.",4373744
2020,General Fund,Prisons,Courts & the Justice System,"Contrib., Indemnities & Taxes",1201757
2020,General Fund,Procurement,Government Operations,Personal Services,2709242
2020,General Fund,Procurement,Government Operations,Purchase of Services,2916267
2020,General Fund,Procurement,Government Operations,"Materials, Supplies & Equip.",49054
2020,General Fund,Public Health,Public Health Centers,Personal Services,58328165
2020,General Fund,Public Health,Public Health Centers,Purchase of Services,90224827
2020,General Fund,Public Health,Public Health Centers,"Materials, Supplies & Equip.",7519148
2020,General Fund,Public Health,Public Health Centers,"Contrib., Indemnities & Taxes",0
2020,General Fund,Public Health,Public Health Centers,Payments to Other Funds,4500000
2020,General Fund,Public Property,Government Operations,Personal Services,9395654
2020,General Fund,Public Property,Government Operations,Purchase of Services,31314408
2020,General Fund,Public Property,Government Operations,"Materials, Supplies & Equip.",1338535
2020,General Fund,Public Property,Government Operations,"Contrib., Indemnities & Taxes",0
2020,General Fund,Public Property,Government Operations,Payments to Other Funds,26643000
2020,General Fund,Public Property - SEPTA Subsidy,Government Operations,Purchase of Services,87556000
2020,General Fund,Public Property - Space Rentals,Government Operations,Purchase of Services,26278677
2020,General Fund,Public Property - Utilities,Government Operations,Purchase of Services,27393339
2020,General Fund,Records,Government Operations,Personal Services,3226285
2020,General Fund,Records,Government Operations,Purchase of Services,1538779
2020,General Fund,Records,Government Operations,"Materials, Supplies & Equip.",143758
2020,General Fund,Records,Government Operations,"Contrib., Indemnities & Taxes",1456
2020,General Fund,Register of Wills,Government Operations,Personal Services,4286409
2020,General Fund,Register of Wills,Government Operations,Purchase of Services,125000
2020,General Fund,Register of Wills,Government Operations,"Materials, Supplies & Equip.",140236
2020,General Fund,Revenue,Government Operations,Personal Services,23934508
2020,General Fund,Revenue,Government Operations,Purchase of Services,7755749
2020,General Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",1188976
2020,General Fund,Revenue,Government Operations,"Contrib., Indemnities & Taxes",0
2020,General Fund,Sheriff,Courts & the Justice System,Personal Services,25443537
2020,General Fund,Sheriff,Courts & the Justice System,Purchase of Services,894517
2020,General Fund,Sheriff,Courts & the Justice System,"Materials, Supplies & Equip.",708907
2020,General Fund,Sheriff,Courts & the Justice System,"Contrib., Indemnities & Taxes",0
2020,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,109222498
2020,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Debt Service,187482819
2020,General Fund,Streets - Disposal,Government Operations,Purchase of Services,48340013
2020,General Fund,Streets,Streets,Personal Services,90464913
2020,General Fund,Streets,Streets,Purchase of Services,10470639
2020,General Fund,Streets,Streets,"Materials, Supplies & Equip.",7704196
2020,General Fund,Streets,Streets,"Contrib., Indemnities & Taxes",53171
