fiscal_year,fund,department,tag_peoples_budget,class,total
2016,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,"Materials, Supplies & Equip.",3925
2016,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,"Contrib., Indemnities & Taxes",3370688
2016,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Personal Services,995153
2016,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Purchase of Services,12975510
2016,General Fund,Office of the Chief Administrative Officer,Government Operations,Personal Services,0
2016,General Fund,Office of the Chief Administrative Officer,Government Operations,Purchase of Services,0
2016,General Fund,Office of the Chief Administrative Officer,Government Operations,"Materials, Supplies & Equip.",0
2016,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,Personal Services,90000
2016,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,Purchase of Services,835000
2016,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,"Contrib., Indemnities & Taxes",13500
2016,General Fund,Office of Community Schools & Pre-K,Government Operations,Personal Services,0
2016,General Fund,Office of Community Schools & Pre-K,Government Operations,Purchase of Services,0
2016,General Fund,Office of Community Schools & Pre-K,Government Operations,"Materials, Supplies & Equip.",0
2016,General Fund,Office of Community Schools & Pre-K,Government Operations,"Contrib., Indemnities & Taxes",0
2016,General Fund,Office of Homeless Services,Housing & Homeless Services,Personal Services,8241791
2016,General Fund,Office of Homeless Services,Housing & Homeless Services,Purchase of Services,37058057
2016,General Fund,Office of Homeless Services,Housing & Homeless Services,"Materials, Supplies & Equip.",325044
2016,General Fund,Office of Homeless Services,Housing & Homeless Services,"Contrib., Indemnities & Taxes",67233
2016,General Fund,Office of Housing and Community Development,Government Operations,Purchase of Services,3587000
2016,General Fund,Office of Housing and Community Development,Government Operations,"Contrib., Indemnities & Taxes",2647
2016,General Fund,Office of Human Resources,Government Operations,Personal Services,5313085
2016,General Fund,Office of Human Resources,Government Operations,Purchase of Services,863348
2016,General Fund,Office of Human Resources,Government Operations,"Materials, Supplies & Equip.",53912
2016,General Fund,Office of Innovation and Technology,Government Operations,Personal Services,19807002
2016,General Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,39618139
2016,General Fund,Office of Innovation and Technology,Government Operations,"Materials, Supplies & Equip.",5498389
2016,General Fund,Office of Innovation and Technology,Government Operations,"Contrib., Indemnities & Taxes",3242043
2016,General Fund,Office of the Inspector General,Government Operations,Personal Services,1373644
2016,General Fund,Office of the Inspector General,Government Operations,Purchase of Services,268120
2016,General Fund,Office of the Inspector General,Government Operations,"Materials, Supplies & Equip.",4808
2016,General Fund,Office of Property Assessment,Government Operations,Personal Services,10675256
2016,General Fund,Office of Property Assessment,Government Operations,Purchase of Services,1242200
2016,General Fund,Office of Property Assessment,Government Operations,"Materials, Supplies & Equip.",336576
2016,General Fund,Office of Sustainability,Government Operations,Personal Services,488757
2016,General Fund,Office of Sustainability,Government Operations,Purchase of Services,221618
2016,General Fund,Office of Sustainability,Government Operations,"Materials, Supplies & Equip.",7917
2016,General Fund,Office of Transportation & Utilities,Government Operations,Personal Services,473894
2016,General Fund,Office of Transportation & Utilities,Government Operations,Purchase of Services,217364
2016,General Fund,Parks and Recreation,Parks & Recreation,Personal Services,42943935
2016,General Fund,Parks and Recreation,Parks & Recreation,Purchase of Services,9235890
2016,General Fund,Parks and Recreation,Parks & Recreation,"Materials, Supplies & Equip.",2715992
2016,General Fund,Parks and Recreation,Parks & Recreation,"Contrib., Indemnities & Taxes",4796976
2016,General Fund,Planning and Development,Housing & Homeless Services,Personal Services,0
2016,General Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,0
2016,General Fund,Planning and Development,Housing & Homeless Services,"Materials, Supplies & Equip.",0
2016,General Fund,Planning and Development,Housing & Homeless Services,"Contrib., Indemnities & Taxes",0
2016,General Fund,Police,Police,Personal Services,626772728
2016,General Fund,Police,Police,Purchase of Services,7061763
2016,General Fund,Police,Police,"Materials, Supplies & Equip.",12271267
2016,General Fund,Police,Police,"Contrib., Indemnities & Taxes",12807676
2016,General Fund,Prisons,Courts & the Justice System,Personal Services,141068023
2016,General Fund,Prisons,Courts & the Justice System,Purchase of Services,104913016
2016,General Fund,Prisons,Courts & the Justice System,"Materials, Supplies & Equip.",4752060
2016,General Fund,Prisons,Courts & the Justice System,"Contrib., Indemnities & Taxes",2265226
2016,General Fund,Procurement,Government Operations,Personal Services,2278649
2016,General Fund,Procurement,Government Operations,Purchase of Services,3040829
2016,General Fund,Procurement,Government Operations,"Materials, Supplies & Equip.",48528
2016,General Fund,Procurement,Government Operations,"Contrib., Indemnities & Taxes",0
2016,General Fund,Public Health,Public Health Centers,Personal Services,49832624
2016,General Fund,Public Health,Public Health Centers,Purchase of Services,64896705
2016,General Fund,Public Health,Public Health Centers,"Materials, Supplies & Equip.",5371564
2016,General Fund,Public Health,Public Health Centers,"Contrib., Indemnities & Taxes",876587
2016,General Fund,Public Health,Public Health Centers,Payments to Other Funds,500000
2016,General Fund,Public Property,Government Operations,Personal Services,8347891
2016,General Fund,Public Property,Government Operations,Purchase of Services,28979811
2016,General Fund,Public Property,Government Operations,"Materials, Supplies & Equip.",1304121
2016,General Fund,Public Property,Government Operations,"Contrib., Indemnities & Taxes",1197256
2016,General Fund,Public Property,Government Operations,Payments to Other Funds,24176888
2016,General Fund,Public Property-SEPTA Subsidy,Public Transit,Purchase of Services,74215000
2016,General Fund,Public Property-Space Rentals,Government Operations,Purchase of Services,20228737
2016,General Fund,Public Property-Utilities,Government Operations,Purchase of Services,31611391
2016,General Fund,Records,Government Operations,Personal Services,2943408
2016,General Fund,Records,Government Operations,Purchase of Services,1595451
2016,General Fund,Records,Government Operations,"Materials, Supplies & Equip.",142776
2016,General Fund,Records,Government Operations,"Contrib., Indemnities & Taxes",1000
2016,General Fund,Register of Wills,Government Operations,Personal Services,3550052
2016,General Fund,Register of Wills,Government Operations,Purchase of Services,55519
2016,General Fund,Register of Wills,Government Operations,"Materials, Supplies & Equip.",64804
2016,General Fund,Revenue,Government Operations,Personal Services,18570671
2016,General Fund,Revenue,Government Operations,Purchase of Services,5823985
2016,General Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",603334
2016,General Fund,Revenue,Government Operations,"Contrib., Indemnities & Taxes",32634
2016,General Fund,Sheriff,Courts & the Justice System,Personal Services,22280203
2016,General Fund,Sheriff,Courts & the Justice System,Purchase of Services,695864
2016,General Fund,Sheriff,Courts & the Justice System,"Materials, Supplies & Equip.",413445
2016,General Fund,Sheriff,Courts & the Justice System,"Contrib., Indemnities & Taxes",41275
2016,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,92641217
2016,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Debt Service,132089447
2016,General Fund,Streets,Streets,Personal Services,76874569
2016,General Fund,Streets,Streets,Purchase of Services,51875823
2016,General Fund,Streets,Streets,"Materials, Supplies & Equip.",3751732
2016,General Fund,Streets,Streets,"Contrib., Indemnities & Taxes",12910311
2016,General Fund,Streets,Streets,Payments to Other Funds,0
2016,General Fund,Youth Commission,Government Operations,Personal Services,92488
2016,General Fund,Youth Commission,Government Operations,Purchase of Services,8439
2016,General Fund,Youth Commission,Government Operations,"Materials, Supplies & Equip.",267
