fiscal_year,fund,department,tag_peoples_budget,class,total
2017,General Fund,Commerce,Commercial Corridors & Small Businesses,"Materials, Supplies & Equip.",18174
2017,General Fund,Commerce,Commercial Corridors & Small Businesses,"Contrib., Indemnities & Taxes",500000
2017,General Fund,Commerce - Convention Center Subsidy,Government Operations,Purchase of Services,15000000
2017,General Fund,Commerce - Economic Stimulus,Government Operations,Purchase of Services,3354448
2017,General Fund,District Attorney,Courts & the Justice System,Personal Services,32689069
2017,General Fund,District Attorney,Courts & the Justice System,Purchase of Services,2394931
2017,General Fund,District Attorney,Courts & the Justice System,"Materials, Supplies & Equip.",546153
2017,General Fund,District Attorney,Courts & the Justice System,"Contrib., Indemnities & Taxes",627500
2017,General Fund,Finance,Government Operations,Personal Services,6669543
2017,General Fund,Finance,Government Operations,Purchase of Services,2526699
2017,General Fund,Finance,Government Operations,"Materials, Supplies & Equip.",76945
2017,General Fund,Finance,Government Operations,"Contrib., Indemnities & Taxes",3209808
2017,General Fund,Finance,Government Operations,Payments to Other Funds,0
2017,General Fund,Finance,Government Operations,Advances and Other Misc. Payments,0
2017,General Fund,Finance - Community College Subsidy,Government Operations,"Contrib., Indemnities & Taxes",29909207
2017,General Fund,Finance - Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,1240988145
2017,General Fund,Finance - Hero Scholarship Awards,Government Operations,"Contrib., Indemnities & Taxes",15000
2017,General Fund,Finance - Indemnities,Government Operations,"Contrib., Indemnities & Taxes",0
2017,General Fund,Finance - Reg #32,Government Operations,Personal Services,1987825
2017,General Fund,Finance - Refunds,Government Operations,"Contrib., Indemnities & Taxes",0
2017,General Fund,Finance - School District Contribution,Government Operations,"Contrib., Indemnities & Taxes",104263617
2017,General Fund,Finance - Witness Fees,Government Operations,Purchase of Services,107655
2017,General Fund,Fire,Emergency Services,Personal Services,214434520
2017,General Fund,Fire,Emergency Services,Purchase of Services,6118888
2017,General Fund,Fire,Emergency Services,"Materials, Supplies & Equip.",7543669
2017,General Fund,Fire,Emergency Services,"Contrib., Indemnities & Taxes",560829
2017,General Fund,Fire,Emergency Services,Payments to Other Funds,7617000
2017,General Fund,First Judicial District,Courts & the Justice System,Personal Services,94649818
2017,General Fund,First Judicial District,Courts & the Justice System,Purchase of Services,12062881
2017,General Fund,First Judicial District,Courts & the Justice System,"Materials, Supplies & Equip.",2386567
2017,General Fund,First Judicial District,Courts & the Justice System,"Contrib., Indemnities & Taxes",21587
2017,General Fund,Fleet Management,Government Operations,Personal Services,16491089
2017,General Fund,Fleet Management,Government Operations,Purchase of Services,5100079
2017,General Fund,Fleet Management,Government Operations,"Materials, Supplies & Equip.",20222507
2017,General Fund,Fleet Management,Government Operations,"Contrib., Indemnities & Taxes",10912
2017,General Fund,Fleet Management - Vehicle Lease/Purch.,Government Operations,Purchase of Services,4474208
2017,General Fund,Fleet Management - Vehicle Lease/Purch.,Government Operations,"Materials, Supplies & Equip.",14519834
2017,General Fund,Free Library,Libraries,Personal Services,35905717
2017,General Fund,Free Library,Libraries,Purchase of Services,2323662
2017,General Fund,Free Library,Libraries,"Materials, Supplies & Equip.",2200968
2017,General Fund,Free Library,Libraries,"Contrib., Indemnities & Taxes",40560
2017,General Fund,Historical Commission,Government Operations,Personal Services,400662
2017,General Fund,Historical Commission,Government Operations,Purchase of Services,0
2017,General Fund,Historical Commission,Government Operations,"Materials, Supplies & Equip.",0
2017,General Fund,Human Relations Commission,Government Operations,Personal Services,1949691
2017,General Fund,Human Relations Commission,Government Operations,Purchase of Services,42562
2017,General Fund,Human Relations Commission,Government Operations,"Materials, Supplies & Equip.",11748
2017,General Fund,Human Services,Youth Services,Personal Services,26260507
2017,General Fund,Human Services,Youth Services,Purchase of Services,75660368
2017,General Fund,Human Services,Youth Services,"Materials, Supplies & Equip.",773089
2017,General Fund,Human Services,Youth Services,"Contrib., Indemnities & Taxes",352657
2017,General Fund,Labor,Government Operations,Personal Services,919175
2017,General Fund,Labor,Government Operations,Purchase of Services,8992
2017,General Fund,Labor,Government Operations,"Materials, Supplies & Equip.",9317
2017,General Fund,Law,Government Operations,Personal Services,8085037
2017,General Fund,Law,Government Operations,Purchase of Services,7887866
2017,General Fund,Law,Government Operations,"Materials, Supplies & Equip.",241490
2017,General Fund,Law,Government Operations,"Contrib., Indemnities & Taxes",251339
2017,General Fund,Licenses & Inspection,Government Operations,Personal Services,19578047
2017,General Fund,Licenses & Inspection,Government Operations,Purchase of Services,12011932
2017,General Fund,Licenses & Inspection,Government Operations,"Materials, Supplies & Equip.",1201494
2017,General Fund,Licenses & Inspection,Government Operations,"Contrib., Indemnities & Taxes",121919
2017,General Fund,L&I - Board of Building Standards,Government Operations,Personal Services,69683
2017,General Fund,L&I - Board of L&I Review,Government Operations,Personal Services,148864
2017,General Fund,L&I - Board of L&I Review,Government Operations,Purchase of Services,9000
2017,General Fund,L&I - Zoning Board of Adjustments,Government Operations,Personal Services,320504
2017,General Fund,L&I - Zoning Board of Adjustments,Government Operations,Purchase of Services,24000
2017,General Fund,Managing Director,Government Operations,Personal Services,18885758
2017,General Fund,Managing Director,Government Operations,Purchase of Services,18954340
2017,General Fund,Managing Director,Government Operations,"Materials, Supplies & Equip.",782807
2017,General Fund,Managing Director,Government Operations,"Contrib., Indemnities & Taxes",76839
2017,General Fund,Managing Director - Legal Services,Government Operations,Purchase of Services,46490832
2017,General Fund,Mayor's Office,Government Operations,Personal Services,3647357
2017,General Fund,Mayor's Office,Government Operations,Purchase of Services,432113
2017,General Fund,Mayor's Office,Government Operations,"Materials, Supplies & Equip.",27973
2017,General Fund,Mayor's Office,Government Operations,"Contrib., Indemnities & Taxes",699793
2017,General Fund,Mayor's Office - Scholarships,Government Operations,"Contrib., Indemnities & Taxes",200000
2017,General Fund,Mural Arts Program,Arts & Culture,Personal Services,528228
2017,General Fund,Mural Arts Program,Arts & Culture,Purchase of Services,1145615
2017,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,Personal Services,236770
2017,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,Purchase of Services,524842
2017,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,"Materials, Supplies & Equip.",7000
2017,General Fund,Office of Arts & Culture & the Creative Economy,Government Operations,"Contrib., Indemnities & Taxes",3370688
2017,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Personal Services,1006269
2017,General Fund,Office of Behavioral Health and Intellectual disAbility,Mental Health & Substance Use Services,Purchase of Services,13125510
2017,General Fund,Office of the Chief Administrative Officer,Government Operations,Personal Services,3830324
2017,General Fund,Office of the Chief Administrative Officer,Government Operations,Purchase of Services,1591592
2017,General Fund,Office of the Chief Administrative Officer,Government Operations,"Materials, Supplies & Equip.",15807
2017,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,Personal Services,90000
2017,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,Purchase of Services,588847
2017,General Fund,Office of Community Empowerment and Opportunity,Immigration Services,"Contrib., Indemnities & Taxes",500
2017,General Fund,Office of Education,Schools & Early Childhood Education,Personal Services,1933963
2017,General Fund,Office of Education,Schools & Early Childhood Education,Purchase of Services,11924801
2017,General Fund,Office of Education,Schools & Early Childhood Education,"Materials, Supplies & Equip.",17602
2017,General Fund,Office of Education,Schools & Early Childhood Education,"Contrib., Indemnities & Taxes",0
2017,General Fund,Office of Homeless Services,Housing & Homeless Services,Personal Services,8491983
2017,General Fund,Office of Homeless Services,Housing & Homeless Services,Purchase of Services,37992506
2017,General Fund,Office of Homeless Services,Housing & Homeless Services,"Materials, Supplies & Equip.",268281
2017,General Fund,Office of Homeless Services,Housing & Homeless Services,"Contrib., Indemnities & Taxes",31748
2017,General Fund,Office of Housing and Community Development,Government Operations,Purchase of Services,3365000
2017,General Fund,Office of Housing and Community Development,Government Operations,"Contrib., Indemnities & Taxes",8000
2017,General Fund,Office of Human Resources,Government Operations,Personal Services,5327367
2017,General Fund,Office of Human Resources,Government Operations,Purchase of Services,807680
2017,General Fund,Office of Human Resources,Government Operations,"Materials, Supplies & Equip.",53849
2017,General Fund,Office of Innovation and Technology,Government Operations,Personal Services,19568493
2017,General Fund,Office of Innovation and Technology,Government Operations,Purchase of Services,33370635
2017,General Fund,Office of Innovation and Technology,Government Operations,"Materials, Supplies & Equip.",3519730
2017,General Fund,Office of Innovation and Technology,Government Operations,"Contrib., Indemnities & Taxes",0
2017,General Fund,Office of Innovation and Technology - 911,Government Operations,Personal Services,306800
2017,General Fund,Office of Innovation and Technology - 911,Government Operations,Purchase of Services,13627225
2017,General Fund,Office of Innovation and Technology - 911,Government Operations,"Materials, Supplies & Equip.",6519712
2017,General Fund,Office of the Inspector General,Government Operations,Personal Services,1355599
2017,General Fund,Office of the Inspector General,Government Operations,Purchase of Services,122322
2017,General Fund,Office of the Inspector General,Government Operations,"Materials, Supplies & Equip.",5181
2017,General Fund,Office of Planning and Development,Government Operations,Personal Services,450687
2017,General Fund,Office of Planning and Development,Government Operations,Purchase of Services,24535
2017,General Fund,Office of Planning and Development,Government Operations,"Materials, Supplies & Equip.",51305
2017,General Fund,Office of Planning and Development,Government Operations,"Contrib., Indemnities & Taxes",450000
2017,General Fund,Office of Property Assessment,Government Operations,Personal Services,11324075
2017,General Fund,Office of Property Assessment,Government Operations,Purchase of Services,1123780
2017,General Fund,Office of Property Assessment,Government Operations,"Materials, Supplies & Equip.",246522
2017,General Fund,Office of Sustainability,Government Operations,Personal Services,513653
2017,General Fund,Office of Sustainability,Government Operations,Purchase of Services,273505
2017,General Fund,Office of Sustainability,Government Operations,"Materials, Supplies & Equip.",13782
2017,General Fund,Parks and Recreation,Parks & Recreation,Personal Services,43978477
2017,General Fund,Parks and Recreation,Parks & Recreation,Purchase of Services,9380888
2017,General Fund,Parks and Recreation,Parks & Recreation,"Materials, Supplies & Equip.",2729342
2017,General Fund,Parks and Recreation,Parks & Recreation,"Contrib., Indemnities & Taxes",5045402
2017,General Fund,Parks and Recreation,Parks & Recreation,Payments to Other Funds,0
2017,General Fund,Planning and Development,Housing & Homeless Services,Personal Services,0
2017,General Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,0
2017,General Fund,Planning and Development,Housing & Homeless Services,"Materials, Supplies & Equip.",0
2017,General Fund,Planning and Development,Housing & Homeless Services,"Contrib., Indemnities & Taxes",0
2017,General Fund,Police,Police,Personal Services,631459043
2017,General Fund,Police,Police,Purchase of Services,7425914
2017,General Fund,Police,Police,"Materials, Supplies & Equip.",12516712
2017,General Fund,Police,Police,"Contrib., Indemnities & Taxes",14874051
2017,General Fund,Prisons,Courts & the Justice System,Personal Services,148514858
2017,General Fund,Prisons,Courts & the Justice System,Purchase of Services,105330348
2017,General Fund,Prisons,Courts & the Justice System,"Materials, Supplies & Equip.",4773561
2017,General Fund,Prisons,Courts & the Justice System,"Contrib., Indemnities & Taxes",2273324
2017,General Fund,Procurement,Government Operations,Personal Services,2420035
2017,General Fund,Procurement,Government Operations,Purchase of Services,2333751
2017,General Fund,Procurement,Government Operations,"Materials, Supplies & Equip.",48914
2017,General Fund,Procurement,Government Operations,"Contrib., Indemnities & Taxes",1125
2017,General Fund,Public Health,Public Health Centers,Personal Services,51023872
2017,General Fund,Public Health,Public Health Centers,Purchase of Services,70730733
2017,General Fund,Public Health,Public Health Centers,"Materials, Supplies & Equip.",5449070
2017,General Fund,Public Health,Public Health Centers,"Contrib., Indemnities & Taxes",270408
2017,General Fund,Public Health,Public Health Centers,Payments to Other Funds,5500000
2017,General Fund,Public Property,Government Operations,Personal Services,8654937
2017,General Fund,Public Property,Government Operations,Purchase of Services,29694728
2017,General Fund,Public Property,Government Operations,"Materials, Supplies & Equip.",1314120
2017,General Fund,Public Property,Government Operations,"Contrib., Indemnities & Taxes",1114758
2017,General Fund,Public Property,Government Operations,Payments to Other Funds,23162734
2017,General Fund,Public Property - SEPTA Subsidy,Government Operations,Purchase of Services,79720000
2017,General Fund,Public Property - Space Rentals,Government Operations,Purchase of Services,19816086
2017,General Fund,Public Property - Utilities,Government Operations,Purchase of Services,29294870
2017,General Fund,Records,Government Operations,Personal Services,2822489
2017,General Fund,Records,Government Operations,Purchase of Services,1472961
2017,General Fund,Records,Government Operations,"Materials, Supplies & Equip.",142539
2017,General Fund,Records,Government Operations,"Contrib., Indemnities & Taxes",1450
2017,General Fund,Register of Wills,Government Operations,Personal Services,3842824
2017,General Fund,Register of Wills,Government Operations,Purchase of Services,48971
2017,General Fund,Register of Wills,Government Operations,"Materials, Supplies & Equip.",24629
2017,General Fund,Revenue,Government Operations,Personal Services,20417912
2017,General Fund,Revenue,Government Operations,Purchase of Services,7971138
2017,General Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",767395
2017,General Fund,Revenue,Government Operations,"Contrib., Indemnities & Taxes",4000
2017,General Fund,Sheriff,Courts & the Justice System,Personal Services,25144829
2017,General Fund,Sheriff,Courts & the Justice System,Purchase of Services,715006
2017,General Fund,Sheriff,Courts & the Justice System,"Materials, Supplies & Equip.",389946
2017,General Fund,Sheriff,Courts & the Justice System,"Contrib., Indemnities & Taxes",138618
2017,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,97474248
2017,General Fund,Sinking Fund Commission (Debt Service),Government Operations,Debt Service,140892996
2017,General Fund,Streets - Disposal,Government Operations,Purchase of Services,38634506
2017,General Fund,Streets,Streets,Personal Services,76897341
2017,General Fund,Streets,Streets,Purchase of Services,7537854
2017,General Fund,Streets,Streets,"Materials, Supplies & Equip.",3610624
2017,General Fund,Streets,Streets,"Contrib., Indemnities & Taxes",15386277
2017,General Fund,Streets,Streets,Payments to Other Funds,213764
